ISSUE_HW_DAY_2019-05_2019-05_2021
일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2019-05-20,창원(155),X,23,22.2,18.4,13.9,60.6,X, ,X,보통
2019-05-20,광주(156),X,24.4,20.9,16.3,12.5,64.4,X, ,X,매우높음
2019-05-20,부산(159),X,24.7,23.3,19,14.1,66.8,X, ,X,보통
2019-05-20,통영(162),X,22.9,21.9,17.8,12.4,68.4,X, ,X,낮음
2019-05-20,목포(165),X,21.2,18.1,16.1,13.4,64.8,X, ,X,보통
2019-05-20,여수(168),X,22.6,20.8,17.2,13.6,64.9,X, ,X,낮음
2019-05-20,흑산도(169),X,19.5,18,15.1,13,78,X, ,X,낮음
2019-05-20,완도(170),X,20.8,20.3,16.8,13.8,64.5,X, ,X,낮음
2019-05-20,고창(172),X,23.6,20.2,15.4,10,68.1,X, ,X,낮음
2019-05-20,제주(184),X,22.3,19.8,17.3,14.9,66.6,X, ,X,보통
2019-05-20,진주(192),X,23.6,22.9,17.5,10.6,67.8,X, ,X,낮음
2019-05-20,양평(202),X,23,20.4,16.8,11,59.3,X, ,X,낮음
2019-05-20,이천(203),X,22.7,20,16.2,11.5,59.6,X, ,X,낮음
2019-05-20,인제(211),X,22.2,19.7,16.1,10.7,58.4,X, ,X,낮음
2019-05-20,홍천(212),X,22.8,20.9,17.3,10.6,61.3,X, ,X,낮음
2019-05-20,태백(216),X,20.9,18.5,14.5,8.8,61.4,X, ,X,낮음
2019-05-20,정선군(217),X,21.3,20.1,16.2,10.1,58.6,X, ,X,낮음
2019-05-20,제천(221),X,21,19.8,15.2,7.3,62.8,X, ,X,낮음
2019-05-20,보은(226),X,21.9,20.6,15.4,8.2,67.4,X, ,X,낮음
2019-05-20,천안(232),X,21.9,18.8,14.9,7.7,62.1,X, ,X,낮음
2019-05-20,보령(235),X,21.9,19.2,14.9,10.4,75.3,X, ,X,낮음
2019-05-20,부여(236),X,23.4,20.2,16.1,9.6,64.6,X, ,X,낮음
2019-05-20,금산(238),X,21.4,20.3,16.1,10.6,62.9,X, ,X,낮음
2019-05-20,세종(239),X,,,,,,X, ,X,보통
2019-05-20,부안(243),X,23.7,21,15.9,10.9,66.8,X, ,X,낮음
2019-05-20,임실(244),X,22.9,20.1,15,7.3,68.9,X, ,X,낮음
2019-05-20,정읍(245),X,24.6,20.9,15.3,9,74,X, ,X,낮음
2019-05-20,남원(247),X,23.6,21.8,15.6,8.5,66.1,X, ,X,낮음
2019-05-20,장수(248),X,20.5,17.4,13.9,6.3,65.5,X, ,X,낮음
2019-05-20,영광군(252),X,22.1,18.6,15.5,11.5,70.5,X, ,X,낮음
2019-05-20,김해시(253),X,25.1,23.5,19.5,13.5,66.1,X, ,X,낮음
2019-05-20,순창군(254),X,23.8,21,15.6,8.4,67.5,X, ,X,낮음
2019-05-20,양산시(257),X,25.4,24.1,19.5,15.4,67,X, ,X,낮음
2019-05-20,강진군(259),X,21.3,19.6,16.3,11.9,63.3,X, ,X,낮음
2019-05-20,장흥(260),X,22.5,20.5,16.7,12.6,65.4,X, ,X,낮음
2019-05-20,해남(261),X,19.9,18.7,15,8.6,71.4,X, ,X,낮음
2019-05-20,고흥(262),X,22,20.2,16.4,11.2,65.5,X, ,X,낮음
2019-05-20,의령군(263),X,23.4,23,17.9,10.3,63.1,X, ,X,낮음
2019-05-20,함양군(264),X,22.2,19.9,16.5,11.9,69.4,X, ,X,낮음
2019-05-20,진도군ASOS(268),X,20.7,17.9,15.2,9.7,70,X, ,X,낮음
2019-05-20,봉화(271),X,21.7,19.6,16,8.4,62.1,X, ,X,낮음
2019-05-20,영주(272),X,21.2,19.4,16.2,11.5,55.6,X, ,X,낮음
2019-05-20,문경(273),X,21.3,20.7,16.5,11.7,60.4,X, ,X,낮음
2019-05-20,청송군(276),X,22.8,19.9,16.2,10.3,71.5,X, ,X,낮음
2019-05-20,영덕(277),X,25.5,24,19.1,12.9,55.8,X, ,X,낮음
2019-05-20,의성(278),X,23.4,22.4,17.7,10.1,61.4,X, ,X,낮음
2019-05-20,구미(279),X,23.8,21.5,18,12.9,66,X, ,X,낮음
2019-05-20,영천(281),X,23.3,23.6,18.8,13.6,59.4,X, ,X,낮음
2019-05-20,경주시(283),X,25.8,24,19.2,14.3,62.8,X, ,X,낮음
2019-05-20,거창(284),X,22.6,19.7,16.3,9.1,63.9,X, ,X,낮음
2019-05-20,합천(285),X,22.2,21.9,17.8,12.3,59,X, ,X,낮음
2019-05-20,밀양(288),X,24.2,23.5,19,12.3,62.4,X, ,X,낮음
2019-05-20,산청(289),X,23,20,17.2,12.3,58.8,X, ,X,낮음
2019-05-20,거제(294),X,25,23.9,19,14.6,71.3,X, ,X,낮음
2019-05-20,남해(295),X,23.2,22.1,18,14,61.3,X, ,X,낮음
2019-05-20,부천(433),X,,19.5,15.8,12.8,,X, ,X,낮음
2019-05-20,안양(434),X,,19.1,14.5,11.5,71,X, ,X,낮음
2019-05-20,광명(437),X,,20.7,16.5,12.5,,X, ,X,낮음
2019-05-20,군포(438),X,,19.6,15.8,12,,X, ,X,낮음
2019-05-20,김포(441),X,,19,15.3,11.8,,X, ,X,낮음
2019-05-20,하남(444),X,,,16.6,,,X, ,X,낮음
2019-05-20,의왕(445),X,,18.1,13.9,8.9,,X, ,X,낮음
2019-05-20,포천(504),X,22.4,19.7,15.9,11,57,X, ,X,낮음
2019-05-20,가평조종(505),X,,19.6,15.3,8.1,,X, ,X,낮음
2019-05-20,안성(516),X,23.1,19.7,16,9.7,61,X, ,X,낮음
2019-05-20,간성(517),X,24.9,23.4,19.7,15.7,47,X, ,X,낮음
2019-05-20,평창(526),X,21.3,19.4,16.1,8.1,59,X, ,X,낮음
2019-05-20,의정부(532),X,23.4,20.1,16.1,10.5,74,X, ,X,낮음
2019-05-20,횡성(536),X,22.7,21.5,16.4,8.7,74,X, ,X,낮음
2019-05-20,고양(540),X,23,21.7,16.5,9.7,71,X, ,X,낮음
2019-05-20,남양주(541),X,23,20.8,17.3,12.2,65,X, ,X,낮음
2019-05-20,안산(545),X,23,19.3,14.9,8.1,76,X, ,X,낮음
2019-05-20,경기광주(546),X,22.4,19.6,15.3,10.4,66,X, ,X,낮음
2019-05-20,여주(548),X,22,19.4,15.3,9.6,67,X, ,X,낮음
2019-05-20,용인(549),X,21.9,18.8,15.5,9.7,63,X, ,X,낮음
2019-05-20,오산(550),X,22.3,20.1,15.8,10.6,59,X, ,X,낮음
2019-05-20,평택(551),X,23.3,20,16,10.5,63,X, ,X,낮음
2019-05-20,화천(555),X,22.3,21.6,16.4,8.9,67,X, ,X,낮음
2019-05-20,양구(556),X,22.6,21.2,17.2,11.1,55,X, ,X,낮음
2019-05-20,시흥(565),X,23.6,20.5,16,12.2,68,X, ,X,낮음
2019-05-20,구리(569),X,22.5,20.4,17.1,11.4,59,X, ,X,낮음
2019-05-20,화성(571),X,22.8,19.9,15.2,11.1,65,X, ,X,낮음
2019-05-20,성남(572),X,22.9,19.9,16.5,12.6,62,X, ,X,높음
2019-05-20,과천(590),X,23,19.9,16,11.3,62,X, ,X,낮음
2019-05-20,양주(598),X,23.2,20.5,16.1,9.7,66,X, ,X,낮음
2019-05-20,단양(601),X,24.4,21.4,17.2,10.1,67,X, ,X,낮음
2019-05-20,진천(602),X,22.2,20.3,16.2,8.6,52,X, ,X,낮음
2019-05-20,괴산(603),X,21.8,19.9,15.1,7.9,61,X, ,X,낮음
2019-05-20,옥천(604),X,22,20.7,17,9.9,69,X, ,X,낮음
2019-05-20,홍북(608),X,22.5,20.3,14.8,8.8,80,X, ,X,낮음
2019-05-20,공주(612),X,22.8,20.6,16.5,10.2,61,X, ,X,낮음
2019-05-20,서천(614),X,24.4,21.4,16.3,11.1,70,X, ,X,낮음
2019-05-20,논산(615),X,23.4,20.4,16.9,11,66,X, ,X,낮음
2019-05-20,당진(616),X,22.8,19.6,14.8,11.1,74,X, ,X,낮음
2019-05-20,청양(618),X,22.8,19.2,14.8,6.9,66,X, ,X,낮음
2019-05-20,음성(619),X,21.6,18.8,15.3,8.8,64,X, ,X,낮음
2019-05-20,증평(623),X,22.5,19.5,16.2,10,64,X, ,X,낮음
2019-05-20,태안(627),X,23,19.4,14.8,10,75,X, ,X,낮음
2019-05-20,예산(628),X,23.7,20.4,16.1,11.7,66,X, ,X,낮음
2019-05-20,아산(634),X,23,20,16,11.6,57,X, ,X,낮음
2019-05-20,계룡(636),X,22.1,20.2,14.8,5.5,65,X, ,X,낮음
2019-05-20,연천청산(652),X,23.3,20,16.3,10.9,68,X, ,X,낮음
2019-05-20,양양(670),X,25.4,23.6,19.6,15.7,59,X, ,X,낮음
2019-05-20,무안(699),X,21.4,18.1,15.5,10.4,73,X, ,X,낮음
2019-05-20,무주(701),X,22.3,20.2,15.5,6.2,76,X, ,X,낮음
2019-05-20,익산(702),X,24,20.5,16,9.6,75,X, ,X,낮음
2019-05-20,진안(703),X,20.4,17.2,13.5,6,78,X, ,X,낮음
2019-05-20,담양(706),X,24.1,20.7,16.1,8.2,74,X, ,X,낮음
2019-05-20,구례(709),X,23,20.9,16.3,8.6,56,X, ,X,낮음
2019-05-20,나주(710),X,23.8,20.1,16.2,9,76,X, ,X,낮음
2019-05-20,순천시(712),X,23.8,21.9,17.8,12.8,64,X, ,X,낮음
2019-05-20,광양읍(713),X,23.8,22.4,17.9,13.2,60,X, ,X,낮음
2019-05-20,장성(730),X,23.5,20.3,15.3,9.2,68,X, ,X,낮음
2019-05-20,영암(731),X,23.6,20.1,15.6,8.8,75,X, ,X,낮음
2019-05-20,보성(732),X,21.6,19.7,15.5,11,66,X, ,X,낮음
2019-05-20,완주(734),X,22.9,19.6,15.4,8,71,X, ,X,낮음
2019-05-20,김제(737),X,23.8,21.2,15.5,11.7,71,X, ,X,낮음
2019-05-20,화순(741),X,23,20.3,15.9,8.6,58,X, ,X,낮음
2019-05-20,함평(754),X,23.3,19.7,15.8,8.8,68,X, ,X,낮음
2019-05-20,곡성(768),X,23.3,21.1,15.4,7.2,63,X, ,X,낮음
2019-05-20,압해도(789),X,20.9,19.8,16.6,13.2,71,X, ,X,낮음
2019-05-20,영양(801),X,21.6,19.8,16.2,8.5,68,X, ,X,낮음
2019-05-20,성주(810),X,22.5,21.6,17.6,10,57,X, ,X,낮음
2019-05-20,고령(812),X,23.2,22.3,17.3,8.4,71,X, ,X,낮음
2019-05-20,청도(813),X,23.1,22.8,18.4,11.3,56,X, ,X,낮음
2019-05-20,예천(815),X,21.5,20.8,16.4,9.5,68,X, ,X,낮음
2019-05-20,김천(822),X,21.8,21.4,16.5,7.6,65,X, ,X,낮음
2019-05-20,군위(823),X,22.6,21.2,16.8,8.7,72,X, ,X,낮음
2019-05-20,칠곡(825),X,22.7,22.8,18.2,12.1,57,X, ,X,낮음
2019-05-20,경산(827),X,23.4,23,19.2,14.3,56,X, ,X,낮음
2019-05-20,삼척(876),X,23.5,23.8,19.4,15.1,48,X, ,X,낮음
2019-05-20,속초(90),X,24.6,24.1,20.3,16,44.1,X, ,X,낮음
2019-05-20,삼천포(907),X,22.8,20.9,17.4,12,68,X, ,X,낮음
2019-05-20,고성(918),X,23.8,23.4,18.5,12.8,64,X, ,X,낮음
2019-05-20,창녕(919),X,23.7,23,18.1,9.2,64,X, ,X,낮음
2019-05-20,함안(920),X,23.4,22.9,18.2,9.5,62,X, ,X,낮음
2019-05-20,북춘천(93),X,23.1,20.7,17.2,10.7,61.1,X, ,X,높음
2019-05-20,하동(932),X,23.3,21.1,18.2,14.3,59,X, ,X,낮음
2019-05-20,철원(95),X,23.2,19.5,16,11.5,68.5,X, ,X,낮음
2019-05-20,동두천(98),X,22.6,19.8,15.9,10.9,72.1,X, ,X,낮음
2019-05-20,파주(99),X,22.8,19.5,16,11.3,70,X, ,X,낮음
2019-05-21,북강릉(104),X,22.2,25,19.2,12.7,30.5,X, ,X,매우높음
2019-05-21,동해(106),X,22.4,25.2,19.5,13.1,28.6,X, ,X,낮음
2019-05-21,서울(108),X,21.7,23.8,17.2,11.7,52,X, ,X,높음
2019-05-21,인천(112),X,21.2,21,15.8,12.5,69.4,X, ,X,높음
2019-05-21,원주(114),X,21.4,24,17.1,9.3,42.8,X, ,X,낮음
2019-05-21,울릉도(115),X,21.2,21.8,17.7,13.9,46.1,X, ,X,낮음
2019-05-21,수원(119),X,23,24.2,16.7,9.4,65.6,X, ,X,낮음
2019-05-21,영월(121),X,21.1,23.1,15.5,5.6,50,X, ,X,낮음
2019-05-21,충주(127),X,22.4,24.6,16.1,5.9,51.9,X, ,X,낮음
2019-05-21,서산(129),X,22.6,24.3,16.9,10.9,65.6,X, ,X,매우높음
2019-05-21,울진(130),X,23.9,26.2,18.9,13.2,37.4,X, ,X,낮음
2019-05-21,청주(131),X,23.1,25.5,18.1,10.3,50.6,X, ,X,높음
2019-05-21,대전(133),X,22.8,24.7,17.9,11.6,56.6,X, ,X,매우높음
2019-05-21,추풍령(135),X,20.6,22.7,17,10.1,36.8,X, ,X,낮음
2019-05-21,안동(136),X,22.4,24.2,16.2,6.3,48.1,X, ,X,매우높음
2019-05-21,상주(137),X,23.6,24.9,17.5,7.5,48.9,X, ,X,낮음
2019-05-21,포항(138),X,23.4,26.2,20,12.7,34.1,X, ,X,낮음
2019-05-21,군산(140),X,21.8,20.7,16.4,9.9,69,X, ,X,낮음
2019-05-21,대구(143),X,22.7,26.1,18.6,9.4,35.6,X, ,X,매우높음
2019-05-21,전주(146),X,23.6,23.8,17.1,9.1,63.1,X, ,X,매우높음
2019-05-21,울산(152),X,22.8,25.5,18.6,11.3,39.8,X, ,X,매우높음
2019-05-21,창원(155),X,23.4,25.7,18,9.3,41.5,X, ,X,매우높음
2019-05-21,광주(156),X,23,24.7,17.1,9.5,55,X, ,X,매우높음
2019-05-21,부산(159),X,21.8,22.3,17.9,12.2,45.5,X, ,X,매우높음
2019-05-21,통영(162),X,22,22.3,16.9,10.4,56.1,X, ,X,낮음
2019-05-21,목포(165),X,21.1,21.5,17.1,12.4,58.4,X, ,X,매우높음
2019-05-21,여수(168),X,23,24.3,18.4,12.4,43.6,X, ,X,낮음
2019-05-21,흑산도(169),X,21.7,22.5,18.5,12.2,45.3,X, ,X,낮음
2019-05-21,완도(170),X,22.8,23.8,18.7,12.2,43.1,X, ,X,낮음
2019-05-21,고창(172),X,22.3,22.5,16.3,8.1,63,X, ,X,낮음
2019-05-21,제주(184),X,22.4,23,19.2,14.5,41.1,X, ,X,매우높음
2019-05-21,진주(192),X,23.7,26.2,17.6,6.3,46.9,X, ,X,낮음
2019-05-21,양평(202),X,22.2,25,16.6,7.8,51.5,X, ,X,낮음
2019-05-21,이천(203),X,22.5,25,16.6,7.2,50.5,X, ,X,낮음
2019-05-21,인제(211),X,20.4,22.7,15.6,7.5,49.5,X, ,X,낮음
2019-05-21,홍천(212),X,22.4,24.9,16.4,7.2,53.4,X, ,X,낮음
2019-05-21,태백(216),X,19.2,20.5,14.6,6.9,40,X, ,X,낮음
2019-05-21,정선군(217),X,20.6,22.9,15.2,6,46.1,X, ,X,낮음
2019-05-21,제천(221),X,21.1,23.8,14.2,4.1,53.8,X, ,X,낮음
2019-05-21,보은(226),X,22.6,24.3,15,5.2,58.8,X, ,X,낮음
2019-05-21,천안(232),X,21.7,23.6,14.9,4.8,59,X, ,X,낮음
2019-05-21,보령(235),X,21.3,20.6,15.8,9.7,70.9,X, ,X,낮음
2019-05-21,부여(236),X,22.7,24.6,16.1,8.3,64.4,X, ,X,낮음
2019-05-21,금산(238),X,21.6,23.6,16.1,5.4,50.8,X, ,X,낮음
2019-05-21,세종(239),X,,,,,,X, ,X,매우높음
2019-05-21,부안(243),X,22.1,21.8,17.3,9.7,55.6,X, ,X,낮음
2019-05-21,임실(244),X,21.2,23.2,14,4.2,62.1,X, ,X,낮음
2019-05-21,정읍(245),X,22.2,23,17,8.1,61,X, ,X,낮음
2019-05-21,남원(247),X,21.8,24.3,15.1,5.6,56.3,X, ,X,낮음
2019-05-21,장수(248),X,20.3,21.5,13.6,3.5,53.9,X, ,X,낮음
2019-05-21,영광군(252),X,22.6,23.2,16.1,7.9,66,X, ,X,낮음
2019-05-21,김해시(253),X,24.3,26.1,19.4,11.8,38.4,X, ,X,낮음
2019-05-21,순창군(254),X,22,23.7,14.8,5.1,61.1,X, ,X,낮음
2019-05-21,양산시(257),X,24.6,26.5,18.6,10.4,47.5,X, ,X,낮음
2019-05-21,강진군(259),X,22.4,23.7,16.4,8.2,58,X, ,X,낮음
2019-05-21,장흥(260),X,22.8,24.4,16,7.7,60.9,X, ,X,낮음
2019-05-21,해남(261),X,22.7,23.3,14.7,5.8,68.4,X, ,X,낮음
2019-05-21,고흥(262),X,23.1,24.7,15.4,6.5,59.9,X, ,X,낮음
2019-05-21,의령군(263),X,24.4,26.3,16.2,5.1,55,X, ,X,낮음
2019-05-21,함양군(264),X,22.8,24,15.7,5.7,58.8,X, ,X,낮음
2019-05-21,진도군ASOS(268),X,21.6,22,15.3,8.1,65,X, ,X,낮음
2019-05-21,봉화(271),X,20.9,22.7,13.6,3.3,53.4,X, ,X,낮음
2019-05-21,영주(272),X,21.3,23,15.1,5.1,48.6,X, ,X,낮음
2019-05-21,문경(273),X,22.9,24.3,15.8,5,51.8,X, ,X,낮음
2019-05-21,청송군(276),X,22.5,23.7,15.3,4,57.9,X, ,X,낮음
2019-05-21,영덕(277),X,23.3,25.7,18.8,11.6,36,X, ,X,낮음
2019-05-21,의성(278),X,23.1,26.1,15.5,3.9,51,X, ,X,낮음
2019-05-21,구미(279),X,23.5,25.6,17.3,7.8,50.9,X, ,X,낮음
2019-05-21,영천(281),X,22.9,26.3,17.8,9.9,36.3,X, ,X,낮음
2019-05-21,경주시(283),X,23.9,26.2,18.1,8.3,44.6,X, ,X,낮음
2019-05-21,거창(284),X,22.2,23.9,15.5,4.1,51.9,X, ,X,낮음
2019-05-21,합천(285),X,23.1,26.1,16.9,5.9,45,X, ,X,낮음
2019-05-21,밀양(288),X,23.3,26.5,17.6,6.7,39.6,X, ,X,낮음
2019-05-21,산청(289),X,22.7,24.4,16.4,6.4,49.6,X, ,X,낮음
2019-05-21,거제(294),X,22.7,23.6,18,10.3,49.8,X, ,X,낮음
2019-05-21,남해(295),X,23.9,26,18,9,47.4,X, ,X,낮음
2019-05-21,부천(433),X,,22.7,16.5,11.6,,X, ,X,낮음
2019-05-21,안양(434),X,,21,15.6,10.6,61,X, ,X,낮음
2019-05-21,광명(437),X,,23,17,11.8,,X, ,X,낮음
2019-05-21,군포(438),X,,23.2,16.8,10.8,,X, ,X,낮음
2019-05-21,김포(441),X,,22.3,15.7,10.3,,X, ,X,낮음
2019-05-21,하남(444),X,,,17.3,,,X, ,X,낮음
2019-05-21,의왕(445),X,,21.8,14.7,8,,X, ,X,낮음
2019-05-21,포천(504),X,21.1,24.4,16.7,9,42,X, ,X,낮음
2019-05-21,가평조종(505),X,,23.5,15,5.5,,X, ,X,낮음
2019-05-21,안성(516),X,22.7,24.9,16.5,7.3,59,X, ,X,낮음
2019-05-21,간성(517),X,23.3,25.8,19.8,12.4,35,X, ,X,낮음
2019-05-21,평창(526),X,21,22.8,14.4,4.5,50,X, ,X,낮음
2019-05-21,의정부(532),X,23.2,24.6,16.9,9.4,61,X, ,X,낮음
2019-05-21,횡성(536),X,24,25.6,15.6,5.3,61,X, ,X,낮음
2019-05-21,고양(540),X,24.5,25.8,16.9,10.6,62,X, ,X,낮음
2019-05-21,남양주(541),X,23.2,25.2,17.6,10.9,54,X, ,X,낮음
2019-05-21,안산(545),X,22.8,23.8,15.1,6.6,72,X, ,X,낮음
2019-05-21,경기광주(546),X,21.4,23.9,16,7.7,55,X, ,X,낮음
2019-05-21,여주(548),X,22.5,24.3,16,6.7,56,X, ,X,낮음
2019-05-21,용인(549),X,21.1,23.5,16,7.8,56,X, ,X,낮음
2019-05-21,오산(550),X,22.5,24.8,17,9.2,52,X, ,X,낮음
2019-05-21,평택(551),X,23,25.4,17.2,8.8,55,X, ,X,낮음
2019-05-21,화천(555),X,23.1,25.5,16.3,6.7,57,X, ,X,낮음
2019-05-21,양구(556),X,22.5,24.9,15.7,6.8,53,X, ,X,낮음
2019-05-21,시흥(565),X,21.5,22.5,16.7,10.8,61,X, ,X,낮음
2019-05-21,구리(569),X,23.4,25.4,17.7,11.1,51,X, ,X,낮음
2019-05-21,화성(571),X,22.1,23.7,15.9,9.8,61,X, ,X,낮음
2019-05-21,성남(572),X,21.8,24.1,17.6,11.2,51,X, ,X,매우높음
2019-05-21,과천(590),X,22.1,24,16.7,9.7,54,X, ,X,낮음
2019-05-21,양주(598),X,22.4,24.2,16.4,7.9,58,X, ,X,낮음
2019-05-21,단양(601),X,23.3,24.9,16.7,6.7,52,X, ,X,낮음
2019-05-21,진천(602),X,23,25.5,16.9,7.9,46,X, ,X,낮음
2019-05-21,괴산(603),X,22.3,24.6,15.5,5.1,53,X, ,X,낮음
2019-05-21,옥천(604),X,23,24.3,16.6,6.2,60,X, ,X,낮음
2019-05-21,홍북(608),X,24.1,24.7,15.6,8.4,76,X, ,X,낮음
2019-05-21,공주(612),X,23,25,16.8,8.4,57,X, ,X,낮음
2019-05-21,서천(614),X,22.1,21.1,16.3,9.2,72,X, ,X,낮음
2019-05-21,논산(615),X,23.4,24.8,17,7.3,61,X, ,X,낮음
2019-05-21,당진(616),X,22.2,24.4,17.3,11.4,64,X, ,X,낮음
2019-05-21,청양(618),X,21.8,23.2,14.5,5.5,67,X, ,X,낮음
2019-05-21,음성(619),X,22.4,23.5,15.4,5.2,59,X, ,X,낮음
2019-05-21,증평(623),X,22.8,24.5,16.9,9.4,58,X, ,X,낮음
2019-05-21,태안(627),X,22.7,23.4,15.9,9.8,73,X, ,X,낮음
2019-05-21,예산(628),X,23.1,24.5,17.3,11,61,X, ,X,낮음
2019-05-21,아산(634),X,23.7,26.4,18.3,11.3,49,X, ,X,낮음
2019-05-21,계룡(636),X,22.7,24.4,14,4,64,X, ,X,낮음
2019-05-21,연천청산(652),X,23,24.6,16.5,8.3,60,X, ,X,낮음
2019-05-21,양양(670),X,24.2,26.2,20.1,13.6,39,X, ,X,낮음
2019-05-21,무안(699),X,22.6,22.9,15.3,7.3,70,X, ,X,낮음
2019-05-21,무주(701),X,22.7,24.2,14.8,4.5,61,X, ,X,낮음
2019-05-21,익산(702),X,24.7,24.1,16.3,7.2,73,X, ,X,낮음
2019-05-21,진안(703),X,20.6,21.2,13.1,3.8,65,X, ,X,낮음
2019-05-21,담양(706),X,24,25.2,15.3,5.9,76,X, ,X,낮음
2019-05-21,구례(709),X,22.6,25.2,15.3,5.2,54,X, ,X,낮음
2019-05-21,나주(710),X,23.7,24.8,15.8,5.8,72,X, ,X,낮음
2019-05-21,순천시(712),X,24.5,26.1,18.2,8.6,50,X, ,X,낮음
2019-05-21,광양읍(713),X,24.8,27,18,7.8,48,X, ,X,낮음
2019-05-21,장성(730),X,22.3,23.7,15,6.1,65,X, ,X,낮음
2019-05-21,영암(731),X,22.8,23.3,15.6,7.5,71,X, ,X,낮음
2019-05-21,보성(732),X,22.6,24.1,15,5.7,63,X, ,X,낮음
2019-05-21,완주(734),X,22.8,24.2,15.5,7.2,63,X, ,X,낮음
2019-05-21,김제(737),X,22.6,22.5,16.6,10,62,X, ,X,낮음
2019-05-21,화순(741),X,22.2,24.1,14.9,5.6,55,X, ,X,낮음
2019-05-21,함평(754),X,22.5,22.9,15.1,6.6,70,X, ,X,낮음
2019-05-21,곡성(768),X,22.3,24.4,14.3,4.4,57,X, ,X,낮음
2019-05-21,압해도(789),X,21.9,20.8,17,11.7,70,X, ,X,낮음
2019-05-21,영양(801),X,22.3,24.1,14.9,4.2,57,X, ,X,낮음
2019-05-21,성주(810),X,22.6,25.6,15.7,5.6,50,X, ,X,낮음
2019-05-21,고령(812),X,23.6,26,16.4,4.4,54,X, ,X,낮음
2019-05-21,청도(813),X,22.2,25.8,15.9,5,47,X, ,X,낮음
2019-05-21,예천(815),X,23.1,24.4,15.1,5,66,X, ,X,낮음
2019-05-21,김천(822),X,23.2,25.1,14.6,2.8,57,X, ,X,낮음
2019-05-21,군위(823),X,24.1,25.5,15.6,5.1,59,X, ,X,낮음
2019-05-21,칠곡(825),X,23.6,26.5,17.2,7,46,X, ,X,낮음
2019-05-21,경산(827),X,23,26.2,18.2,8.3,38,X, ,X,낮음
2019-05-21,삼척(876),X,22.7,25.6,20.2,14,27,X, ,X,낮음
2019-05-21,속초(90),X,23.6,26.3,20.6,13.9,30.8,X, ,X,낮음
2019-05-21,삼천포(907),X,23,24.1,17.6,9.6,50,X, ,X,낮음
2019-05-21,고성(918),X,22.1,22,15.9,7.8,64,X, ,X,낮음
2019-05-21,창녕(919),X,24,26.9,16.7,5.4,49,X, ,X,낮음
2019-05-21,함안(920),X,24,26.3,16.7,5.7,53,X, ,X,낮음
2019-05-21,북춘천(93),X,22,24.9,15.9,7.3,56.1,X, ,X,높음
2019-05-21,하동(932),X,23.8,25.7,17.2,7.1,51,X, ,X,낮음
2019-05-21,철원(95),X,22,23.4,16.9,9.9,55,X, ,X,낮음
2019-05-21,동두천(98),X,23.2,24.6,16.7,9.5,59.9,X, ,X,낮음
2019-05-21,파주(99),X,23.4,24,16.5,10.1,68.3,X, ,X,낮음
2019-05-22,북강릉(104),X,24.8,28.4,23.3,17,20.3,X, ,X,매우높음
2019-05-22,동해(106),X,24.5,27.9,22.8,15.9,21.3,X, ,X,낮음
2019-05-22,서울(108),X,23.6,26.5,19.5,12.3,46,X, ,X,매우높음
2019-05-22,인천(112),X,22.3,22.3,17.6,12.8,64.1,X, ,X,매우높음
2019-05-22,원주(114),X,23.1,27.1,19.5,11.1,36.5,X, ,X,낮음
2019-05-22,울릉도(115),X,23.7,24.7,20,15.9,39.4,X, ,X,낮음
2019-05-22,수원(119),X,25.3,27.4,19.4,10.7,57.1,X, ,X,낮음
2019-05-22,영월(121),X,23.6,26.5,17.9,7.4,43.4,X, ,X,낮음
2019-05-22,충주(127),X,25.1,27.9,18,7.7,47.8,X, ,X,낮음
2019-05-22,서산(129),X,23.3,23.1,17.4,10.8,69.4,X, ,X,매우높음
2019-05-22,울진(130),X,26.1,29.2,21.7,12.4,32.5,X, ,X,낮음
2019-05-22,청주(131),X,25.2,28.2,20.9,12.8,41.9,X, ,X,매우높음
2019-05-22,대전(133),X,24.6,27.2,20.8,13.4,48.5,X, ,X,매우높음
2019-05-22,추풍령(135),X,22.9,26.6,17.7,8.3,41.9,X, ,X,낮음
2019-05-22,안동(136),X,24.2,27.2,18.7,9,43,X, ,X,매우높음
2019-05-22,상주(137),X,25.6,28.1,19.5,10.3,46.5,X, ,X,낮음
2019-05-22,포항(138),X,26,29.6,22.7,14.5,31.6,X, ,X,낮음
2019-05-22,군산(140),X,24.8,26.3,19.4,12.9,62.8,X, ,X,낮음
2019-05-22,대구(143),X,25.2,30,21.4,11.7,33.5,X, ,X,매우높음
2019-05-22,전주(146),X,26.8,28.1,20.3,11.4,54.4,X, ,X,매우높음
2019-05-22,울산(152),X,24.4,28.2,21,11.9,36,X, ,X,매우높음
2019-05-22,창원(155),X,24.7,26.9,19.5,11.5,47.5,X, ,X,매우높음
2019-05-22,광주(156),X,26.2,28.5,20.2,12.4,53.6,X, ,X,매우높음
2019-05-22,부산(159),X,23.6,24.6,19.7,15.8,51.1,X, ,X,매우높음
2019-05-22,통영(162),X,23.1,23.4,18.9,14.3,62.3,X, ,X,낮음
2019-05-22,목포(165),X,26,27,19.7,13.2,61.9,X, ,X,매우높음
